k_gene_id,module,k_species_id,k_species_name,ncbi_tax_id,aaseq
nme:NMB0010,md:nme_M00002,nme,Neisseria meningitidis MC58,487,
nme:NMB0089,md:nme_M00002,nme,Neisseria meningitidis MC58,487,
nme:NMB0207,md:nme_M00002,nme,Neisseria meningitidis MC58,487,
nme:NMB1285,md:nme_M00002,nme,Neisseria meningitidis MC58,487,
nme:NMB1604,md:nme_M00002,nme,Neisseria meningitidis MC58,487,
nme:NMB1887,md:nme_M00002,nme,Neisseria meningitidis MC58,487,
nme:NMB2159,md:nme_M00002,nme,Neisseria meningitidis MC58,487,
nme:NMB0015,md:nme_M00004,nme,Neisseria meningitidis MC58,487,
nme:NMB0334,md:nme_M00004,nme,Neisseria meningitidis MC58,487,
nme:NMB0351,md:nme_M00004,nme,Neisseria meningitidis MC58,487,
nme:NMB1244,md:nme_M00004,nme,Neisseria meningitidis MC58,487,
nme:NMB1388,md:nme_M00004,nme,Neisseria meningitidis MC58,487,
nme:NMB1391,md:nme_M00004,nme,Neisseria meningitidis MC58,487,
nme:NMB1392,md:nme_M00004,nme,Neisseria meningitidis MC58,487,
nme:NMB1457,md:nme_M00004,nme,Neisseria meningitidis MC58,487,
nme:NMB1511,md:nme_M00004,nme,Neisseria meningitidis MC58,487,
nme:NMB0875,md:nme_M00005,nme,Neisseria meningitidis MC58,487,
nme:NMB0015,md:nme_M00006,nme,Neisseria meningitidis MC58,487,
nme:NMB1391,md:nme_M00006,nme,Neisseria meningitidis MC58,487,
nme:NMB1392,md:nme_M00006,nme,Neisseria meningitidis MC58,487,
nme:NMB0351,md:nme_M00007,nme,Neisseria meningitidis MC58,487,
nme:NMB1244,md:nme_M00007,nme,Neisseria meningitidis MC58,487,
nme:NMB1457,md:nme_M00007,nme,Neisseria meningitidis MC58,487,
nme:NMB1511,md:nme_M00007,nme,Neisseria meningitidis MC58,487,
nme:NMB1391,md:nme_M00008,nme,Neisseria meningitidis MC58,487,
nme:NMB1392,md:nme_M00008,nme,Neisseria meningitidis MC58,487,
nme:NMB1393,md:nme_M00008,nme,Neisseria meningitidis MC58,487,
nme:NMB1394,md:nme_M00008,nme,Neisseria meningitidis MC58,487,
nme:NMB0920,md:nme_M00009,nme,Neisseria meningitidis MC58,487,
nme:NMB0947,md:nme_M00009,nme,Neisseria meningitidis MC58,487,
nme:NMB0948,md:nme_M00009,nme,Neisseria meningitidis MC58,487,
nme:NMB0949,md:nme_M00009,nme,Neisseria meningitidis MC58,487,
nme:NMB0950,md:nme_M00009,nme,Neisseria meningitidis MC58,487,
nme:NMB0951,md:nme_M00009,nme,Neisseria meningitidis MC58,487,
nme:NMB0954,md:nme_M00009,nme,Neisseria meningitidis MC58,487,
nme:NMB0955,md:nme_M00009,nme,Neisseria meningitidis MC58,487,
nme:NMB0956,md:nme_M00009,nme,Neisseria meningitidis MC58,487,
nme:NMB0957,md:nme_M00009,nme,Neisseria meningitidis MC58,487,
nme:NMB0959,md:nme_M00009,nme,Neisseria meningitidis MC58,487,
nme:NMB0960,md:nme_M00009,nme,Neisseria meningitidis MC58,487,
nme:NMB1344,md:nme_M00009,nme,Neisseria meningitidis MC58,487,
nme:NMB1458,md:nme_M00009,nme,Neisseria meningitidis MC58,487,
nme:NMB1572,md:nme_M00009,nme,Neisseria meningitidis MC58,487,
nme:NMB1613,md:nme_M00009,nme,Neisseria meningitidis MC58,487,
nme:NMB2096,md:nme_M00009,nme,Neisseria meningitidis MC58,487,
nme:NMB0920,md:nme_M00010,nme,Neisseria meningitidis MC58,487,
nme:NMB0954,md:nme_M00010,nme,Neisseria meningitidis MC58,487,
nme:NMB1572,md:nme_M00010,nme,Neisseria meningitidis MC58,487,
nme:NMB0947,md:nme_M00011,nme,Neisseria meningitidis MC58,487,
nme:NMB0948,md:nme_M00011,nme,Neisseria meningitidis MC58,487,
nme:NMB0949,md:nme_M00011,nme,Neisseria meningitidis MC58,487,
nme:NMB0950,md:nme_M00011,nme,Neisseria meningitidis MC58,487,
nme:NMB0951,md:nme_M00011,nme,Neisseria meningitidis MC58,487,
nme:NMB0955,md:nme_M00011,nme,Neisseria meningitidis MC58,487,
nme:NMB0956,md:nme_M00011,nme,Neisseria meningitidis MC58,487,
nme:NMB0957,md:nme_M00011,nme,Neisseria meningitidis MC58,487,
nme:NMB0959,md:nme_M00011,nme,Neisseria meningitidis MC58,487,
nme:NMB0960,md:nme_M00011,nme,Neisseria meningitidis MC58,487,
nme:NMB1344,md:nme_M00011,nme,Neisseria meningitidis MC58,487,
nme:NMB1458,md:nme_M00011,nme,Neisseria meningitidis MC58,487,
nme:NMB1613,md:nme_M00011,nme,Neisseria meningitidis MC58,487,
nme:NMB2096,md:nme_M00011,nme,Neisseria meningitidis MC58,487,
nme:NMB0055,md:nme_M00015,nme,Neisseria meningitidis MC58,487,
nme:NMB1068,md:nme_M00015,nme,Neisseria meningitidis MC58,487,
nme:NMB1069,md:nme_M00015,nme,Neisseria meningitidis MC58,487,
nme:NMB0203,md:nme_M00016,nme,Neisseria meningitidis MC58,487,
nme:NMB0335,md:nme_M00016,nme,Neisseria meningitidis MC58,487,
nme:NMB0760,md:nme_M00016,nme,Neisseria meningitidis MC58,487,
nme:NMB0894,md:nme_M00016,nme,Neisseria meningitidis MC58,487,
nme:NMB0929,md:nme_M00016,nme,Neisseria meningitidis MC58,487,
nme:NMB1371,md:nme_M00016,nme,Neisseria meningitidis MC58,487,
nme:NMB1498,md:nme_M00016,nme,Neisseria meningitidis MC58,487,
nme:NMB1530,md:nme_M00016,nme,Neisseria meningitidis MC58,487,
nme:NMB1976,md:nme_M00016,nme,Neisseria meningitidis MC58,487,
nme:NMB2079,md:nme_M00016,nme,Neisseria meningitidis MC58,487,
nme:NMB1046,md:nme_M00018,nme,Neisseria meningitidis MC58,487,
nme:NMB1228,md:nme_M00018,nme,Neisseria meningitidis MC58,487,
nme:NMB1498,md:nme_M00018,nme,Neisseria meningitidis MC58,487,
nme:NMB2029,md:nme_M00018,nme,Neisseria meningitidis MC58,487,
nme:NMB2079,md:nme_M00018,nme,Neisseria meningitidis MC58,487,
nme:NMB0337,md:nme_M00019,nme,Neisseria meningitidis MC58,487,
nme:NMB1150,md:nme_M00019,nme,Neisseria meningitidis MC58,487,
nme:NMB1188,md:nme_M00019,nme,Neisseria meningitidis MC58,487,
nme:NMB1574,md:nme_M00019,nme,Neisseria meningitidis MC58,487,
nme:NMB1576,md:nme_M00019,nme,Neisseria meningitidis MC58,487,
nme:NMB1577,md:nme_M00019,nme,Neisseria meningitidis MC58,487,
nme:NMB0560,md:nme_M00021,nme,Neisseria meningitidis MC58,487,
nme:NMB0763,md:nme_M00021,nme,Neisseria meningitidis MC58,487,
nme:NMB0307,md:nme_M00022,nme,Neisseria meningitidis MC58,487,
nme:NMB0358,md:nme_M00022,nme,Neisseria meningitidis MC58,487,
nme:NMB1432,md:nme_M00022,nme,Neisseria meningitidis MC58,487,
nme:NMB1446,md:nme_M00022,nme,Neisseria meningitidis MC58,487,
nme:NMB1680,md:nme_M00022,nme,Neisseria meningitidis MC58,487,
nme:NMB1813,md:nme_M00022,nme,Neisseria meningitidis MC58,487,
nme:NMB1814,md:nme_M00022,nme,Neisseria meningitidis MC58,487,
nme:NMB0275,md:nme_M00023,nme,Neisseria meningitidis MC58,487,
nme:NMB0678,md:nme_M00023,nme,Neisseria meningitidis MC58,487,
nme:NMB0688,md:nme_M00023,nme,Neisseria meningitidis MC58,487,
nme:NMB0699,md:nme_M00023,nme,Neisseria meningitidis MC58,487,
nme:NMB0966,md:nme_M00023,nme,Neisseria meningitidis MC58,487,
nme:NMB0967,md:nme_M00023,nme,Neisseria meningitidis MC58,487,
nme:NMB1021,md:nme_M00023,nme,Neisseria meningitidis MC58,487,
nme:NMB0446,md:nme_M00024,nme,Neisseria meningitidis MC58,487,
nme:NMB1678,md:nme_M00024,nme,Neisseria meningitidis MC58,487,
nme:NMB0440,md:nme_M00025,nme,Neisseria meningitidis MC58,487,
nme:NMB0446,md:nme_M00025,nme,Neisseria meningitidis MC58,487,
nme:NMB1678,md:nme_M00025,nme,Neisseria meningitidis MC58,487,
nme:NMB1074,md:nme_M00028,nme,Neisseria meningitidis MC58,487,
nme:NMB1371,md:nme_M00028,nme,Neisseria meningitidis MC58,487,
nme:NMB1787,md:nme_M00028,nme,Neisseria meningitidis MC58,487,
nme:NMB1876,md:nme_M00028,nme,Neisseria meningitidis MC58,487,
nme:NMB2005,md:nme_M00028,nme,Neisseria meningitidis MC58,487,
nme:NMB0089,md:nme_M00049,nme,Neisseria meningitidis MC58,487,
nme:NMB0284,md:nme_M00049,nme,Neisseria meningitidis MC58,487,
nme:NMB0815,md:nme_M00049,nme,Neisseria meningitidis MC58,487,
nme:NMB0823,md:nme_M00049,nme,Neisseria meningitidis MC58,487,
nme:NMB1307,md:nme_M00049,nme,Neisseria meningitidis MC58,487,
nme:NMB0089,md:nme_M00050,nme,Neisseria meningitidis MC58,487,
nme:NMB1201,md:nme_M00050,nme,Neisseria meningitidis MC58,487,
nme:NMB1307,md:nme_M00050,nme,Neisseria meningitidis MC58,487,
nme:NMB1661,md:nme_M00050,nme,Neisseria meningitidis MC58,487,
nme:NMB1920,md:nme_M00050,nme,Neisseria meningitidis MC58,487,
nme:NMB0106,md:nme_M00051,nme,Neisseria meningitidis MC58,487,
nme:NMB0107,md:nme_M00051,nme,Neisseria meningitidis MC58,487,
nme:NMB0221,md:nme_M00051,nme,Neisseria meningitidis MC58,487,
nme:NMB0682,md:nme_M00051,nme,Neisseria meningitidis MC58,487,
nme:NMB0824,md:nme_M00051,nme,Neisseria meningitidis MC58,487,
nme:NMB1849,md:nme_M00051,nme,Neisseria meningitidis MC58,487,
nme:NMB1855,md:nme_M00051,nme,Neisseria meningitidis MC58,487,
nme:NMB1874,md:nme_M00051,nme,Neisseria meningitidis MC58,487,
nme:NMB1300,md:nme_M00052,nme,Neisseria meningitidis MC58,487,
nme:NMB1307,md:nme_M00052,nme,Neisseria meningitidis MC58,487,
nme:NMB1554,md:nme_M00052,nme,Neisseria meningitidis MC58,487,
nme:NMB0352,md:nme_M00063,nme,Neisseria meningitidis MC58,487,
nme:NMB0353,md:nme_M00063,nme,Neisseria meningitidis MC58,487,
nme:NMB0675,md:nme_M00063,nme,Neisseria meningitidis MC58,487,
nme:NMB1283,md:nme_M00063,nme,Neisseria meningitidis MC58,487,
nme:NMB0825,md:nme_M00064,nme,Neisseria meningitidis MC58,487,
nme:NMB0828,md:nme_M00064,nme,Neisseria meningitidis MC58,487,
nme:NMB2033,md:nme_M00064,nme,Neisseria meningitidis MC58,487,
nme:NMB2076,md:nme_M00064,nme,Neisseria meningitidis MC58,487,
nme:NMB2090,md:nme_M00064,nme,Neisseria meningitidis MC58,487,
nme:NMB0679,md:nme_M00082,nme,Neisseria meningitidis MC58,487,
nme:NMB1139,md:nme_M00082,nme,Neisseria meningitidis MC58,487,
nme:NMB1177,md:nme_M00082,nme,Neisseria meningitidis MC58,487,
nme:NMB1860,md:nme_M00082,nme,Neisseria meningitidis MC58,487,
nme:NMB1861,md:nme_M00082,nme,Neisseria meningitidis MC58,487,
nme:NMB1916,md:nme_M00082,nme,Neisseria meningitidis MC58,487,
nme:NMB1918,md:nme_M00082,nme,Neisseria meningitidis MC58,487,
nme:NMB0179,md:nme_M00083,nme,Neisseria meningitidis MC58,487,
nme:NMB0219,md:nme_M00083,nme,Neisseria meningitidis MC58,487,
nme:NMB0336,md:nme_M00083,nme,Neisseria meningitidis MC58,487,
nme:NMB1702,md:nme_M00083,nme,Neisseria meningitidis MC58,487,
nme:NMB1703,md:nme_M00083,nme,Neisseria meningitidis MC58,487,
nme:NMB1921,md:nme_M00083,nme,Neisseria meningitidis MC58,487,
nme:NMB1276,md:nme_M00086,nme,Neisseria meningitidis MC58,487,
nme:NMB1555,md:nme_M00086,nme,Neisseria meningitidis MC58,487,
nme:NMB0185,md:nme_M00093,nme,Neisseria meningitidis MC58,487,
nme:NMB0963,md:nme_M00093,nme,Neisseria meningitidis MC58,487,
nme:NMB1318,md:nme_M00093,nme,Neisseria meningitidis MC58,487,
nme:NMB0392,md:nme_M00115,nme,Neisseria meningitidis MC58,487,
nme:NMB0394,md:nme_M00115,nme,Neisseria meningitidis MC58,487,
nme:NMB0396,md:nme_M00115,nme,Neisseria meningitidis MC58,487,
nme:NMB1364,md:nme_M00115,nme,Neisseria meningitidis MC58,487,
nme:NMB2024,md:nme_M00115,nme,Neisseria meningitidis MC58,487,
nme:NMB1037,md:nme_M00118,nme,Neisseria meningitidis MC58,487,
nme:NMB1559,md:nme_M00118,nme,Neisseria meningitidis MC58,487,
nme:NMB0331,md:nme_M00120,nme,Neisseria meningitidis MC58,487,
nme:NMB1658,md:nme_M00120,nme,Neisseria meningitidis MC58,487,
nme:NMB2019,md:nme_M00120,nme,Neisseria meningitidis MC58,487,
nme:NMB2075,md:nme_M00120,nme,Neisseria meningitidis MC58,487,
nme:NMB0472,md:nme_M00123,nme,Neisseria meningitidis MC58,487,
nme:NMB0732,md:nme_M00123,nme,Neisseria meningitidis MC58,487,
nme:NMB0733,md:nme_M00123,nme,Neisseria meningitidis MC58,487,
nme:NMB1146,md:nme_M00123,nme,Neisseria meningitidis MC58,487,
nme:NMB1184,md:nme_M00123,nme,Neisseria meningitidis MC58,487,
nme:NMB0308,md:nme_M00126,nme,Neisseria meningitidis MC58,487,
nme:NMB0642,md:nme_M00126,nme,Neisseria meningitidis MC58,487,
nme:NMB0693,md:nme_M00126,nme,Neisseria meningitidis MC58,487,
nme:NMB0745,md:nme_M00126,nme,Neisseria meningitidis MC58,487,
nme:NMB0803,md:nme_M00126,nme,Neisseria meningitidis MC58,487,
nme:NMB1063,md:nme_M00126,nme,Neisseria meningitidis MC58,487,
nme:NMB1691,md:nme_M00126,nme,Neisseria meningitidis MC58,487,
nme:NMB0241,md:nme_M00144,nme,Neisseria meningitidis MC58,487,
nme:NMB0242,md:nme_M00144,nme,Neisseria meningitidis MC58,487,
nme:NMB0243,md:nme_M00144,nme,Neisseria meningitidis MC58,487,
nme:NMB0244,md:nme_M00144,nme,Neisseria meningitidis MC58,487,
nme:NMB0245,md:nme_M00144,nme,Neisseria meningitidis MC58,487,
nme:NMB0246,md:nme_M00144,nme,Neisseria meningitidis MC58,487,
nme:NMB0249,md:nme_M00144,nme,Neisseria meningitidis MC58,487,
nme:NMB0250,md:nme_M00144,nme,Neisseria meningitidis MC58,487,
nme:NMB0251,md:nme_M00144,nme,Neisseria meningitidis MC58,487,
nme:NMB0253,md:nme_M00144,nme,Neisseria meningitidis MC58,487,
nme:NMB0254,md:nme_M00144,nme,Neisseria meningitidis MC58,487,
nme:NMB0257,md:nme_M00144,nme,Neisseria meningitidis MC58,487,
nme:NMB0258,md:nme_M00144,nme,Neisseria meningitidis MC58,487,
nme:NMB0259,md:nme_M00144,nme,Neisseria meningitidis MC58,487,
nme:NMB0948,md:nme_M00149,nme,Neisseria meningitidis MC58,487,
nme:NMB0949,md:nme_M00149,nme,Neisseria meningitidis MC58,487,
nme:NMB0950,md:nme_M00149,nme,Neisseria meningitidis MC58,487,
nme:NMB0951,md:nme_M00149,nme,Neisseria meningitidis MC58,487,
nme:NMB2051,md:nme_M00151,nme,Neisseria meningitidis MC58,487,
nme:NMB2052,md:nme_M00151,nme,Neisseria meningitidis MC58,487,
nme:NMB2053,md:nme_M00151,nme,Neisseria meningitidis MC58,487,
nme:NMB1723,md:nme_M00156,nme,Neisseria meningitidis MC58,487,
nme:NMB1723a,md:nme_M00156,nme,Neisseria meningitidis MC58,487,
nme:NMB1724,md:nme_M00156,nme,Neisseria meningitidis MC58,487,
nme:NMB1725,md:nme_M00156,nme,Neisseria meningitidis MC58,487,
nme:NMB1933,md:nme_M00157,nme,Neisseria meningitidis MC58,487,
nme:NMB1934,md:nme_M00157,nme,Neisseria meningitidis MC58,487,
nme:NMB1935,md:nme_M00157,nme,Neisseria meningitidis MC58,487,
nme:NMB1936,md:nme_M00157,nme,Neisseria meningitidis MC58,487,
nme:NMB1937,md:nme_M00157,nme,Neisseria meningitidis MC58,487,
nme:NMB1938,md:nme_M00157,nme,Neisseria meningitidis MC58,487,
nme:NMB1939,md:nme_M00157,nme,Neisseria meningitidis MC58,487,
nme:NMB1940,md:nme_M00157,nme,Neisseria meningitidis MC58,487,
nme:NMB0127,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0128,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0130,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0131,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0136,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0137,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0140,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0142,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0143,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0144,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0145,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0146,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0147,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0148,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0149,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0150,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0151,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0152,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0153,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0154,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0155,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0156,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0157,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0158,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0159,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0160,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0161,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0164,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0165,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0166,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0167,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0169,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0321,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0322,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0324,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0325,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0463,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0589,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0592,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0609,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0722,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0723,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0876,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0941,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0942,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB1301,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB1320,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB1321,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB1323,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB1904,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB1911,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB1950,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB1956,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB2056,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB2057,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB2101,md:nme_M00178,nme,Neisseria meningitidis MC58,487,
nme:NMB0132,md:nme_M00183,nme,Neisseria meningitidis MC58,487,
nme:NMB0133,md:nme_M00183,nme,Neisseria meningitidis MC58,487,
nme:NMB0168,md:nme_M00183,nme,Neisseria meningitidis MC58,487,
nme:NMB1660,md:nme_M00183,nme,Neisseria meningitidis MC58,487,
nme:NMB0708,md:nme_M00260,nme,Neisseria meningitidis MC58,487,
nme:NMB0769,md:nme_M00260,nme,Neisseria meningitidis MC58,487,
nme:NMB1443,md:nme_M00260,nme,Neisseria meningitidis MC58,487,
nme:NMB1451,md:nme_M00260,nme,Neisseria meningitidis MC58,487,
nme:NMB1514,md:nme_M00260,nme,Neisseria meningitidis MC58,487,
nme:NMB1568,md:nme_M00260,nme,Neisseria meningitidis MC58,487,
nme:NMB1827,md:nme_M00260,nme,Neisseria meningitidis MC58,487,
nme:NMB1902,md:nme_M00260,nme,Neisseria meningitidis MC58,487,
nme:NMB0947,md:nme_M00307,nme,Neisseria meningitidis MC58,487,
nme:NMB0957,md:nme_M00307,nme,Neisseria meningitidis MC58,487,
nme:NMB1341,md:nme_M00307,nme,Neisseria meningitidis MC58,487,
nme:NMB1342,md:nme_M00307,nme,Neisseria meningitidis MC58,487,
nme:NMB1344,md:nme_M00307,nme,Neisseria meningitidis MC58,487,
nme:NMB1031,md:nme_M00432,nme,Neisseria meningitidis MC58,487,
nme:NMB1034,md:nme_M00432,nme,Neisseria meningitidis MC58,487,
nme:NMB1036,md:nme_M00432,nme,Neisseria meningitidis MC58,487,
nme:NMB1070,md:nme_M00432,nme,Neisseria meningitidis MC58,487,
nme:NMB0638,md:nme_M00549,nme,Neisseria meningitidis MC58,487,
nme:NMB0790,md:nme_M00549,nme,Neisseria meningitidis MC58,487,
nme:NMB1390,md:nme_M00549,nme,Neisseria meningitidis MC58,487,
nme:NMB0337,md:nme_M00570,nme,Neisseria meningitidis MC58,487,
nme:NMB0878,md:nme_M00570,nme,Neisseria meningitidis MC58,487,
nme:NMB1150,md:nme_M00570,nme,Neisseria meningitidis MC58,487,
nme:NMB1188,md:nme_M00570,nme,Neisseria meningitidis MC58,487,
nme:NMB1574,md:nme_M00570,nme,Neisseria meningitidis MC58,487,
nme:NMB1576,md:nme_M00570,nme,Neisseria meningitidis MC58,487,
nme:NMB1577,md:nme_M00570,nme,Neisseria meningitidis MC58,487,
nme:NMB0179,md:nme_M00572,nme,Neisseria meningitidis MC58,487,
nme:NMB0219,md:nme_M00572,nme,Neisseria meningitidis MC58,487,
nme:NMB0270,md:nme_M00572,nme,Neisseria meningitidis MC58,487,
nme:NMB0271,md:nme_M00572,nme,Neisseria meningitidis MC58,487,
nme:NMB0336,md:nme_M00572,nme,Neisseria meningitidis MC58,487,
nme:NMB0473,md:nme_M00572,nme,Neisseria meningitidis MC58,487,
nme:NMB0474,md:nme_M00572,nme,Neisseria meningitidis MC58,487,
nme:NMB1702,md:nme_M00572,nme,Neisseria meningitidis MC58,487,
nme:NMB1703,md:nme_M00572,nme,Neisseria meningitidis MC58,487,
nme:NMB1921,md:nme_M00572,nme,Neisseria meningitidis MC58,487,
nme:NMB0435,md:nme_M00579,nme,Neisseria meningitidis MC58,487,
nme:NMB0631,md:nme_M00579,nme,Neisseria meningitidis MC58,487,
nme:NMB1518,md:nme_M00579,nme,Neisseria meningitidis MC58,487,
nme:NMB0062,md:nme_M00793,nme,Neisseria meningitidis MC58,487,
nme:NMB0063,md:nme_M00793,nme,Neisseria meningitidis MC58,487,
nme:NMB0079,md:nme_M00793,nme,Neisseria meningitidis MC58,487,
nme:NMB0080,md:nme_M00793,nme,Neisseria meningitidis MC58,487,
nme:NMB0081,md:nme_M00793,nme,Neisseria meningitidis MC58,487,
nme:NMB0756,md:nme_M00793,nme,Neisseria meningitidis MC58,487,
nme:NMB0637,md:nme_M00844,nme,Neisseria meningitidis MC58,487,
nme:NMB1573,md:nme_M00844,nme,Neisseria meningitidis MC58,487,
nme:NMB2129,md:nme_M00844,nme,Neisseria meningitidis MC58,487,
nme:NMB0003,md:nme_M00846,nme,Neisseria meningitidis MC58,487,
nme:NMB0539,md:nme_M00846,nme,Neisseria meningitidis MC58,487,
nme:NMB0576,md:nme_M00846,nme,Neisseria meningitidis MC58,487,
nme:NMB0777,md:nme_M00846,nme,Neisseria meningitidis MC58,487,
nme:NMB0778,md:nme_M00846,nme,Neisseria meningitidis MC58,487,
nme:NMB0801,md:nme_M00846,nme,Neisseria meningitidis MC58,487,
nme:NMB1156,md:nme_M00846,nme,Neisseria meningitidis MC58,487,
nme:NMB1194,md:nme_M00846,nme,Neisseria meningitidis MC58,487,
nme:NMB1864,md:nme_M00846,nme,Neisseria meningitidis MC58,487,
ngo:NGO0017,md:ngo_M00002,ngo,Neisseria gonorrhoeae FA,485,
ngo:NGO0617,md:ngo_M00002,ngo,Neisseria gonorrhoeae FA,485,
ngo:NGO1258,md:ngo_M00002,ngo,Neisseria gonorrhoeae FA,485,
ngo:NGO1776,md:ngo_M00002,ngo,Neisseria gonorrhoeae FA,485,
ngo:NGO1881,md:ngo_M00002,ngo,Neisseria gonorrhoeae FA,485,
ngo:NGO1919,md:ngo_M00002,ngo,Neisseria gonorrhoeae FA,485,
ngo:NGO1931,md:ngo_M00002,ngo,Neisseria gonorrhoeae FA,485,
ngo:NGO0715,md:ngo_M00004,ngo,Neisseria gonorrhoeae FA,485,
ngo:NGO0716,md:ngo_M00004,ngo,Neisseria gonorrhoeae FA,485,
ngo:NGO0719,md:ngo_M00004,ngo,Neisseria gonorrhoeae FA,485,
ngo:NGO0758,md:ngo_M00004,ngo,Neisseria gonorrhoeae FA,485,
ngo:NGO0970,md:ngo_M00004,ngo,Neisseria gonorrhoeae FA,485,
ngo:NGO1028,md:ngo_M00004,ngo,Neisseria gonorrhoeae FA,485,
ngo:NGO1610,md:ngo_M00004,ngo,Neisseria gonorrhoeae FA,485,
ngo:NGO1668,md:ngo_M00004,ngo,Neisseria gonorrhoeae FA,485,
ngo:NGO1914,md:ngo_M00004,ngo,Neisseria gonorrhoeae FA,485,
ngo:NGO0441,md:ngo_M00005,ngo,Neisseria gonorrhoeae FA,485,
ngo:NGO0715,md:ngo_M00006,ngo,Neisseria gonorrhoeae FA,485,
ngo:NGO0716,md:ngo_M00006,ngo,Neisseria gonorrhoeae FA,485,
ngo:NGO1914,md:ngo_M00006,ngo,Neisseria gonorrhoeae FA,485,
ngo:NGO0758,md:ngo_M00007,ngo,Neisseria gonorrhoeae FA,485,
ngo:NGO0970,md:ngo_M00007,ngo,Neisseria gonorrhoeae FA,485,
ngo:NGO1028,md:ngo_M00007,ngo,Neisseria gonorrhoeae FA,485,
ngo:NGO1610,md:ngo_M00007,ngo,Neisseria gonorrhoeae FA,485,
ngo:NGO0713,md:ngo_M00008,ngo,Neisseria gonorrhoeae FA,485,
ngo:NGO0714,md:ngo_M00008,ngo,Neisseria gonorrhoeae FA,485,
ngo:NGO0715,md:ngo_M00008,ngo,Neisseria gonorrhoeae FA,485,
ngo:NGO0716,md:ngo_M00008,ngo,Neisseria gonorrhoeae FA,485,
ngo:NGO0562,md:ngo_M00009,ngo,Neisseria gonorrhoeae FA,485,
